ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,Appg,PaymentType,PaymentDescription,Value,ReceivedDate,AcceptedDate,ReceivedEndDate,IsSoleBeneficiary,DonorName,DonorPublicAddress,DonorStatus,DonorCompanyName,DonorCompanyUrl,DonorCompanyIdentifier,DonorCompanyIdentifierSource,DonorTrustDetails,DonorOtherDetails,Link,Updated_2
12215,The Football Association - £615.00,,2025-04-10,2025-04-10,,"Gifts, benefits and hospitality from UK sources",1491,Kerry McCarthy,,In kind,Three tickets and hospitality to watch the Lionesses vs Belgium and to discuss the local football facility plan in Bristol East for myself and two guests,615.00,2025-04-04,2025-04-04,,False,The Football Association,"Wembley Stadium, PO Box 1966, London SW1P 98Q",Company,The Football Association,,00077797,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12215,
12214,Liverpool Football Club - £900.00,,2025-04-10,2025-04-10,,"Gifts, benefits and hospitality from UK sources",4083,Alison McGovern,,In kind,Two tickets to a football match with hospitality for myself and a family member (cost is approximate),900.00,2025-03-14,2025-03-14,,False,Liverpool Football Club,"Anfield Road, Liverpool L4 0TH",Company,Liverpool Football Club,,35668,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12214,
12206,The Football Association Ltd - £410.00,,2025-04-08,2025-04-09,,"Gifts, benefits and hospitality from UK sources",5323,Matt Bishop,,In kind,"Two tickets including hospitality to the England v Belgium Lionesses Nations League game at Ashton Gate, Bristol.",410.00,2025-04-04,2025-04-04,,False,The Football Association Ltd,"Wembley Stadium, PO Box 1966, London SW1P 98Q",Company,The Football Association Ltd,,00077797,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12206,
12198,"PEI Media Ltd - £5,625.00",,2025-04-07,2025-04-07,,"Gifts, benefits and hospitality from UK sources",4850,Gareth Davies,,In kind,"Access to news, rankings, reports and databases.",5625.00,2025-03-19,2025-03-31,,True,PEI Media Ltd,"100 Wood Street, London EC2V 7AN",Company,PEI Media Ltd,,04270060,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12198,
12195,English Football League - £900.00,,2025-04-06,2025-04-07,,"Gifts, benefits and hospitality from UK sources",4032,Stuart Andrew,,In kind,"Two tickets for myself and one guest for the Carabao Cup Final, which I attended as Shadow Secretary of State for Culture, Media and Sport.",900.00,2025-03-16,2025-03-16,,False,English Football League,"EFL House, 10-12 West Cliff, Preston, Lancashire PR1 8HU",Company,English Football League,,80612,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12195,
12194,The Jockey Club - £450.00,,2025-04-06,2025-04-07,,"Gifts, benefits and hospitality from UK sources",4932,Mr Louie French,,In kind,Two tickets to the Cheltenham Festival as part of Shadow Sports Minister role and meeting with the Jockey Club and British Horseracing Authority,450.00,2025-03-13,2025-03-13,,False,The Jockey Club,"21-27 Lambs Conduit Street, London WC1N 3NL",Company,The Jockey Club,,02909409,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12194,
12193,The English Football League - £900.00,,2025-04-06,2025-04-07,,"Gifts, benefits and hospitality from UK sources",4932,Mr Louie French,,In kind,Two tickets for Carabao Cup Final as part of the Shadow Sports Minister role and meeting with EFL representatives,900.00,2025-03-16,2025-03-16,,False,The English Football League,"EFL House, 10 - 12 West Cliff, Preston PR1 8HU.",Company,The English Football League,,80612,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12193,
11845,"Pinewood Group - £4,000.00",,2025-04-06,2025-04-07,,"Gifts, benefits and hospitality from UK sources",4032,Stuart Andrew,,In kind,"Myself and a guest attended the 2025 EE BAFTA Film Awards as Shadow Secretary of State for Culture, Media and Sport",4000.00,2025-02-16,2025-02-16,,False,Pinewood Group,"Pinewood Studios, Pinewood Road, Iver, Buckinghamshire SL0 0NH",Company,Pinewood Group,,03889552,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/11845,
12192,Jockey Club - £450.00,,2025-04-04,2025-04-04,,"Gifts, benefits and hospitality from UK sources",4474,Kevin Hollinrake,,In kind,Two tickets valued at £225 per person,450.00,2025-03-14,2025-03-14,,False,Jockey Club,"Cheltenham Racecourse, Evesham Road, Cheltenham GL50 4SH",Company,Jockey Club,,RC000287,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12192,
12189,Bristol City Football Club - £504.00,,2025-04-04,2025-04-04,,"Gifts, benefits and hospitality from UK sources",1491,Kerry McCarthy,,In kind,Two tickets and hospitality to see Bristol City FC play Hull City FC and to discuss environmentalism in football,504.00,2025-03-08,2025-03-08,,False,Bristol City Football Club,"Ashton Gate Stadium, Ashton Road, Bristol BS3 2EJ",Company,Bristol City Football Club,,03230871,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12189,
12118,"Living Redefined Ltd - £2,005.45",,2025-04-04,2025-04-04,,"Gifts, benefits and hospitality from UK sources",4474,Kevin Hollinrake,,In kind,"Accommodation, Flights and Dinner for Kevin and his partner so Kevin could attend a speaking engagement for the Residential Landlords Association.",2005.45,2025-03-10,2025-03-10,,False,Living Redefined Ltd,"C/O Alexander & Co Centurion House, 129 Deansgate, Manchester, England, M3 3WR",Company,Living Redefined Ltd,,13872466,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12118,
12126,Centre for Turkey Studies & Development - £720.00,,2025-03-31,2025-04-03,2025-04-29,"Gifts, benefits and hospitality from UK sources",5316,Mike Reader,,In kind,"Two tickets for myself and my spouse for an awards evening including, food, refreshments and entertainment (£360 per person).",720.00,2025-02-26,2025-03-26,,False,Centre for Turkey Studies & Development,"Flat 80 County Hall North Block, 5 Chicheley Street, London SE1 7PN",Company,Centre for Turkey Studies & Development,,07512777,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12126,
12170,The Football Association - £494.00,,2025-04-02,2025-04-03,,"Gifts, benefits and hospitality from UK sources",4005,Bob Blackman,,In kind,Two tickets for the England vs Latvia game (£247 each),494.00,2025-03-24,2025-03-24,2025-03-24,False,The Football Association,"Wembley Stadium, PO Box 1966, London SW1P 98Q",Company,The Football Association,,02719699,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12170,
12176,The Football Association - £630.00,,2025-04-02,2025-04-03,,"Gifts, benefits and hospitality from UK sources",4005,Bob Blackman,,In kind,Two tickets for the England vs Albania game (£315 each),630.00,2025-03-21,2025-03-21,,False,The Football Association,"Wembley Stadium, PO Box 1966, London SW1P 98Q",Company,The Football Association,,02719699,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12176,
12125,SME4LABOUR LTD - £600.00,,2025-03-31,2025-04-03,,"Gifts, benefits and hospitality from UK sources",5316,Mike Reader,,In kind,"I attended this event to deliver the opening speech, which was followed by a two course dinner, speeches, free bar with soft and alcoholic drinks.",600.00,2025-03-04,2025-03-04,,True,SME4LABOUR LTD,"Flat 80 County Hall North Block, 5 Chicheley Street, London SE1 7PN",Company,SME4LABOUR LTD,,10685562,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12125,
12178,British Horseracing Authority - £450.00,,2025-04-03,2025-04-03,,"Gifts, benefits and hospitality from UK sources",3973,Grahame Morris,,In kind,Two tickets with hospitality to Cheltenham,450.00,2025-03-13,2025-03-13,,False,British Horseracing Authority,"Holborn Gate, 26 Southampton Buildings, London WC2A 1AN",Company,British Horseracing Authority,,02813358,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12178,
12127,The Food and Drink Federation - £790.00,,2025-03-31,2025-04-03,,"Gifts, benefits and hospitality from UK sources",5316,Mike Reader,Food and Drink APPG,In kind,"Two tickets for myself and my spouse to the Food and Drink Industry Dinner 2025, (£395 per person)",790.00,2025-03-26,2025-03-26,,False,The Food and Drink Federation,"10 Bloomsbury Way, London WC1A 2SL",Company,The Food and Drink Federation,,00210572,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12127,
12149,Trent & Dove Housing Limited - £500.00,,2025-04-02,2025-04-02,,"Gifts, benefits and hospitality from UK sources",5077,Jacob Collier,,In kind,"Sponsorship of the Burton and Uttoxeter Jobs Fair, allowing the event to run.",500.00,2025-03-28,2025-03-28,,True,Trent & Dove Housing Limited,"Trinity Square, Horninglow St, Burton-on-Trent DE14 1BL",Unincorporated association,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/12149,
12169,Tottenham Hotspur Football Club - £750.00,,2025-04-02,2025-04-02,,"Gifts, benefits and hospitality from UK sources",206,Mr David Lammy,,In kind,"Tickets and hospitality for me, the Indian Foreign Minister and his spouse to a Spurs game, as guests in the Chairman’s box. In return I made a contribution of £250 to their Foundation. Estimated value per ticket £250",750.00,2025-03-09,2025-03-09,,False,Tottenham Hotspur Football Club,"Lilywhite House, 782 High Road, London, N17 0BX",Company,Tottenham Hotspur Football Club,,01706358,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12169,
12168,AirportsUK - £480.00,,2025-04-02,2025-04-02,,"Gifts, benefits and hospitality from UK sources",4785,Dr Ben Spencer,,In kind,Attendance at the AirportsUK Annual Dinner 2025,480.00,2025-03-18,2025-03-18,,True,AirportsUK,"Kings Buildings, 16 Smith Square, London, SW1P 3HQ",Company,AirportsUK,,01041754,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12168,
12148,Crestchic - £750.00,,2025-04-02,2025-04-02,,"Gifts, benefits and hospitality from UK sources",5077,Jacob Collier,,In kind,"Sponsorship of Burton and Uttoxeter Jobs Fair, allowing the event to run.",750.00,2025-03-28,2025-03-28,,True,Crestchic,"Second Avenue, Centrum 100, Burton On Trent DE14 2WF",Company,Crestchic,,05326580,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12148,
12147,Connect Fibre - £450.00,,2025-04-02,2025-04-02,,"Gifts, benefits and hospitality from UK sources",5077,Jacob Collier,,In kind,"Sponsorship of the Burton and Uttoxeter Jobs Fair, allowing the event to run.",450.00,2025-03-28,2025-03-28,,True,Connect Fibre,"2 Harewood Avenue, Kirk Sandall, Doncaster DN3 1PD",Company,Connect Fibre,,15249137,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/12147,
11949,"BPI (British Recorded Music Industry) Limited - £3,120.00",,2025-04-01,2025-04-02,,"Gifts, benefits and hospitality from UK sources",5088,Sarah Coombes,,In kind,Two tickets with hospitality to the BRIT Awards 2025.,3120.00,2025-03-01,2025-03-01,,False,BPI (British Recorded Music Industry) Limited,"27 Old Gloucester Street, London WC1N 3AX",Company,BPI (British Recorded Music Industry) Limited,,01132389,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/11949,
