ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,RegularityOfPayment,StartDate,EndDate,PeriodForHoursWorked,JobTitle,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,Link,Updated_2,Updated_3,Updated_4,Updated_5,Updated_6
11843,"Agreement starting 14 February 2025 - £3,000.00",11842,2025-02-20,2025-02-20,,Employment and earnings - Ongoing paid employment,4020,George Freeman,Monthly,2025-02-14,,Monthly,,Monetary,,3000.00,30.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/11843,,,,,
11472,Agreement starting 01 November 2024 - £791.55,11471,2024-12-13,2024-12-17,,Employment and earnings - Ongoing paid employment,4434,Stephen Gethins,Monthly,2024-11-01,,Monthly,This post is solely focused on the School of International Relations.,Monetary,This is payment is for work undertaken at the School of International Relations,791.55,12.00,The number of hours is approximate and depends on my main job in Parliament,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/11472,,,,,
11423,"Agreement starting 01 December 2024 - £1,000.00",11422,2024-12-03,2024-12-03,2025-03-27,Employment and earnings - Ongoing paid employment,4020,George Freeman,Monthly,2024-12-01,,Monthly,,Monetary,Payments have yet to start.,1000.00,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/11423,2025-07-07,,,,
11390,Agreement - £531.55,6538,2024-08-02,2024-11-29,2024-08-29,Employment and earnings - Ongoing paid employment,5111,Martin Wrigley,Monthly,,,Weekly,,Monetary,Allowance,531.55,20.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/11390,2024-11-27,,,,
11257,"Agreement starting 16 October 2024 - £3,000.00",11256,2024-11-13,2024-11-13,,Employment and earnings - Ongoing paid employment,4020,George Freeman,Monthly,2024-10-16,,Weekly,,Monetary,,3000.00,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/11257,,,,,
11094,"Agreement - £13,777.00",11093,2024-10-28,2024-10-28,2025-01-29,Employment and earnings - Ongoing paid employment,5232,Lorraine Beavers,Yearly,,2025-01-01,Monthly,,Monetary,"approximate annual allowance, paid monthly. A portion of this sum has been donated to local charities.",13777.00,20.00,approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/11094,,,,,
11092,"Agreement starting 15 July 2024 - £4,704.39",11029,2024-10-28,2024-10-28,2025-01-29,Employment and earnings - Ongoing paid employment,5232,Lorraine Beavers,Yearly,2024-07-15,2025-01-15,Monthly,,Monetary,"approximate annual allowance, paid monthly. A portion of this sum has been donated to local charities.",4704.39,20.00,approximate hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/11092,,,,,
8266,"Agreement starting 05 May 2017 - £21,345.00",7158,2024-07-30,2024-09-27,2024-09-25,Employment and earnings - Ongoing paid employment,5157,Susan Murray,Yearly,2017-05-05,2024-11-30,Monthly,,Monetary,,21345.00,90.00,This is an approximate number of hours worked,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8266,2024-12-16,,,,
10793,"Agreement starting 31 July 2023 - £1,223.38",10792,2023-08-17,2024-09-23,,Employment and earnings - Ongoing paid employment,4995,Sarah Dyke,Monthly,2023-07-31,,Weekly,,Monetary,,1223.38,7.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10793,,,,,
7906,"Agreement - £1,144.17",7901,2024-07-31,2024-08-30,2024-08-30,Employment and earnings - Ongoing paid employment,5073,Marie Goldman,Monthly,,2025-03-19,Weekly,,Monetary,,1144.17,5.00,"This is estimated and approximate. Some weeks it's more, some weeks less.",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7906,2025-03-31,,,,
10594,"Agreement starting 01 August 2024 - £1,256.83",6541,2024-08-29,2024-08-30,2025-05-10,Employment and earnings - Ongoing paid employment,5111,Martin Wrigley,Monthly,2024-08-01,2025-05-04,Weekly,,Monetary,,1256.83,8.00,hours vary according to council business,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10594,,,,,
10437,"Agreement - £1,023.00",8967,2024-08-13,2024-08-28,2025-08-26,Employment and earnings - Ongoing paid employment,5047,James Naish,Yearly,,2025-08-06,Monthly,,In kind,Company vehicle,1023.00,5.00,this time is for supporting the business in a director capacity.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10437,,,,,
7355,"Agreement - £1,322.42",7013,2024-07-25,2024-08-04,2025-09-15,Employment and earnings - Ongoing paid employment,5239,Sarah Gibson,Monthly,,2025-11-25,Weekly,,Monetary,Exact.,1322.42,5.00,"This was a set allowance, rather than a salary.",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7355,2025-11-13,,,,
8441,"Agreement starting 01 September 2024 - £5,000.00",8440,2024-07-31,2024-08-04,2024-09-11,Employment and earnings - Ongoing paid employment,4020,George Freeman,Monthly,2024-09-01,2025-03-31,Monthly,,Monetary,,5000.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8441,2024-10-15,2025-03-07,,,
7061,"Agreement - £1,200.83",7043,2024-07-25,2024-08-04,2025-05-23,Employment and earnings - Ongoing paid employment,5297,Rebecca Paul,Monthly,,,Monthly,,Monetary,,1200.83,32.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7061,,,,,
8019,"Agreement - £1,024.93",8018,2024-08-02,2024-08-04,,Employment and earnings - Ongoing paid employment,5139,Emily Darlington,Monthly,,,Weekly,,Monetary,,1024.93,15.00,approx.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8019,,,,,
8717,"Agreement - £1,530.66",8713,2024-08-04,2024-08-04,,Employment and earnings - Ongoing paid employment,227,Andrew George,Monthly,,2025-05-01,Monthly,,Monetary,,1530.66,68.00,I've reduced the hours worked since being elected as MP,False,,False,,,True,Donated by the Member to the recipient,Community organisation,,https://interests-api.parliament.uk/api/v1/Interests/8717,,,,,
8628,Agreement - £901.15,8623,2024-08-01,2024-08-04,2025-06-12,Employment and earnings - Ongoing paid employment,5138,Ian Roome,Monthly,,2025-06-11,Monthly,,Monetary,this payment includes a SRA for being Leader (going forward I will not receive this SRA),901.15,20.00,this is an estimate of hours as it depends on casework.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8628,,,,,
8910,Agreement - £997.00,8907,2024-08-01,2024-08-04,2025-04-09,Employment and earnings - Ongoing paid employment,5301,Rebecca Smith,Monthly,,,Weekly,,Monetary,,997.00,15.00,this is estimated. Overlapping between role of Councillor and becoming MP.,False,,False,,,True,Donated by the Member to the recipient,Community organisation,,https://interests-api.parliament.uk/api/v1/Interests/8910,,,,,
7077,Agreement - £841.13,7074,2024-08-01,2024-08-04,,Employment and earnings - Ongoing paid employment,5255,Joe Robertson,Monthly,,,Monthly,,Monetary,,841.13,0.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7077,,,,,
9721,"Agreement - £4,654.00",9710,2024-08-02,2024-08-04,2024-09-24,Employment and earnings - Ongoing paid employment,5226,Michelle Welsh,Yearly,,2024-09-25,Weekly,,Monetary,"allowance, paid monthly",4654.00,25.00,Estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9721,2024-10-14,,,,
9059,Agreement - £965.66,9057,2024-08-01,2024-08-04,,Employment and earnings - Ongoing paid employment,5310,Mr Lee Dillon,Monthly,,,Weekly,,Monetary,,965.66,15.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9059,,,,,
6170,"Agreement - £12,469.00",6168,2024-08-04,2024-08-04,,Employment and earnings - Ongoing paid employment,5164,Steff Aquarone,Yearly,,,Yearly,,Monetary,,12469.00,0.00,No specific contracted hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6170,,,,,
9831,Agreement starting 04 July 2024 - £710.00,9829,2024-08-03,2024-08-04,2024-12-09,Employment and earnings - Ongoing paid employment,5041,Shaun Davies,Monthly,2024-07-04,2024-12-13,Monthly,,Monetary,,710.00,15.00,approximately,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9831,,,,,
8810,Agreement starting 02 May 2023 - £416.83,8764,2024-08-01,2024-08-04,,Employment and earnings - Ongoing paid employment,5265,James MacCleary,Monthly,2023-05-02,2027-05-06,Monthly,,Monetary,,416.83,20.00,Hours worked is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8810,,,,,
8912,"Agreement - £4,000.00",8909,2024-08-04,2024-08-04,,Employment and earnings - Ongoing paid employment,5091,Nigel Farage,Monthly,,,Monthly,,Monetary,approx.,4000.00,16.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8912,,,,,
9930,Agreement - £527.00,9916,2024-08-03,2024-08-04,2025-03-03,Employment and earnings - Ongoing paid employment,5078,Pippa Heylings,Monthly,,2024-09-05,Weekly,,Monetary,,527.00,10.00,Approximate number of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9930,,,,,
8635,"Agreement - £1,256.00",8631,2024-08-01,2024-08-04,2025-06-12,Employment and earnings - Ongoing paid employment,5138,Ian Roome,Monthly,,2025-05-01,Monthly,,Monetary,,1256.00,40.00,estimate of hours worked as it depends on casework.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8635,,,,,
10100,Agreement - £416.00,10097,2024-08-04,2024-08-04,2025-10-24,Employment and earnings - Ongoing paid employment,5335,Jess Brown-Fuller,Monthly,,2025-03-20,Monthly,,Monetary,Standard Councillor allowance,416.00,20.00,Estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/10100,,,,,
8644,Agreement starting 30 June 2023 - £657.92,8641,2024-08-01,2024-08-04,2025-02-03,Employment and earnings - Ongoing paid employment,5138,Ian Roome,Monthly,2023-06-30,2025-02-03,Weekly,,Monetary,"I receive and SRA for being the Chair of the Audit Committee (intending to stand down in September) - this role is representing Devon County Council on the Board of Members ,",657.92,3.00,hours worked vary depending on committee business and research needed for the role.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8644,,,,,
7701,Agreement - £756.25,6354,2024-07-29,2024-08-04,,Employment and earnings - Ongoing paid employment,5343,Mr Joshua Reynolds,Monthly,,,Weekly,,Monetary,,756.25,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7701,,,,,
7907,Agreement starting 18 July 2024 - £500.00,4836,2024-07-24,2024-08-04,,Employment and earnings - Ongoing paid employment,4074,Mark Garnier,Quarterly,2024-07-18,,Quarterly,,Monetary,Payment for extra work as independent NED at Super Sharp Space Systems,500.00,10.00,approximate,False,,False,,,True,Paid direct to the recipient by the payer,Other,Kemyel Ltd,https://interests-api.parliament.uk/api/v1/Interests/7907,,,,,
9520,"Agreement starting 05 May 2017 - £15,500.00",9483,2024-08-04,2024-08-04,,Employment and earnings - Ongoing paid employment,4089,Tessa Munt,Yearly,2017-05-05,,Weekly,,Monetary,,15500.00,15.00,approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9520,,,,,
8311,Agreement starting 25 August 2025 - £691.43,8273,2024-08-01,2024-08-04,2024-09-30,Employment and earnings - Ongoing paid employment,5182,Charlotte Cane,Monthly,2025-08-25,,Monthly,,Monetary,,691.43,40.00,approx.,False,,False,,,True,Paid direct to the recipient by the payer,Charity,,https://interests-api.parliament.uk/api/v1/Interests/8311,2025-09-26,,,,
9697,"Agreement - £16,512.00",7380,2024-08-03,2024-08-04,2024-08-21,Employment and earnings - Ongoing paid employment,5226,Michelle Welsh,Yearly,,2024-09-27,Monthly,,Monetary,"allowance, paid monthly",16512.00,120.00,Estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9697,2024-09-24,2024-10-14,,,
9010,"Agreement - £4,114.00",9003,2024-08-01,2024-08-04,2025-08-26,Employment and earnings - Ongoing paid employment,5047,James Naish,Yearly,,,Monthly,,In kind,"My family and I use a company vehicle and stay in a property owned by the company for up to 14 days per year. This is the ""Class 1a NICs due"" figure from my 2024/25 P11D",4114.00,5.00,This time is required for managing the property and its agent who looks after bookings.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9010,,,,,
9836,Agreement - £250.00,9835,2024-08-04,2024-08-04,,Employment and earnings - Ongoing paid employment,5231,Mr Adnan Hussain,Monthly,,,Weekly,,Monetary,,250.00,1.00,approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9836,,,,,
8794,"Agreement - £1,001.17",6646,2024-08-03,2024-08-03,,Employment and earnings - Ongoing paid employment,5321,Mr Paul Kohler,Monthly,,,Weekly,,Monetary,,1001.17,10.00,approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8794,,,,,
9587,Agreement - £124.72,6542,2024-08-02,2024-08-02,,Employment and earnings - Ongoing paid employment,5111,Martin Wrigley,Monthly,,,Monthly,,Monetary,,124.72,5.00,Work varies according to Tribunal case volume,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/9587,,,,,
6765,"Agreement - £1,113.00",6764,2024-08-02,2024-08-02,,Employment and earnings - Ongoing paid employment,5346,Calum Miller,Monthly,,,Weekly,,Monetary,,1113.00,10.00,This is an estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6765,,,,,
6851,"Agreement - £1,322.42",6850,2024-08-02,2024-08-02,,Employment and earnings - Ongoing paid employment,5214,Brian Mathew,Monthly,,,Weekly,,Monetary,,1322.42,30.00,Estimated as no contracted hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6851,,,,,
6169,Agreement - £719.50,6167,2024-08-01,2024-08-01,2025-09-20,Employment and earnings - Ongoing paid employment,5265,James MacCleary,Monthly,,2026-05-07,Monthly,,Monetary,,719.50,30.00,Estimated depending on meetings and casework,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6169,,,,,
8833,"Agreement - £145,000.00",6994,2024-08-01,2024-08-01,,Employment and earnings - Ongoing paid employment,5062,Nick Timothy,Yearly,,,Weekly,,Monetary,,145000.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8833,,,,,
7899,Agreement - £553.75,7897,2024-07-31,2024-07-31,2025-03-31,Employment and earnings - Ongoing paid employment,5073,Marie Goldman,Monthly,,2025-03-19,Weekly,,Monetary,,553.75,4.00,"Number of hours per week is estimated and approximate. Some weeks will be more, some less.",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7899,,,,,
8086,"Agreement - £7,993.29",8078,2024-07-30,2024-07-30,2024-11-18,Employment and earnings - Ongoing paid employment,221,Dan Norris,Monthly,,2025-05-01,Monthly,,Monetary,,7993.29,120.00,(estimated number of hours since 4 July 2024),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8086,2025-05-17,,,,
8048,"Agreement starting 08 July 2024 - £2,000.00",8046,2024-07-29,2024-07-29,2024-12-03,Employment and earnings - Ongoing paid employment,4020,George Freeman,Monthly,2024-07-08,2024-11-30,Monthly,,Monetary,,2000.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8048,,,,,
7606,"Agreement starting 01 August 2024 - £5,000.00",7605,2024-07-26,2024-07-26,2024-09-11,Employment and earnings - Ongoing paid employment,4020,George Freeman,Monthly,2024-08-01,,Monthly,,Monetary,,5000.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7606,,,,,
6487,"Agreement - £2,197.40",6484,2024-07-26,2024-07-26,,Employment and earnings - Ongoing paid employment,5295,Josh Fenton-Glynn,Monthly,,,Weekly,,Monetary,,2197.40,14.00,estimated working hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6487,,,,,
7604,"Agreement starting 01 August 2024 - £1,500.00",7603,2024-07-26,2024-07-26,2024-09-11,Employment and earnings - Ongoing paid employment,4020,George Freeman,Monthly,2024-08-01,,Monthly,,Monetary,Nodenza Venture Partners will meet the cost of any travel and other expenses arising from this role.,1500.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7604,2025-07-07,,,,
6523,Agreement - £522.91,6522,2024-07-25,2024-07-25,,Employment and earnings - Ongoing paid employment,5296,Freddie van Mierlo,Monthly,,2025-03-11,Monthly,,Monetary,,522.91,32.00,,False,,False,,,True,Donated by the Member to the recipient,Local party organisation,,https://interests-api.parliament.uk/api/v1/Interests/6523,,,,,
6657,"Agreement - £10,270.00",6653,2024-07-24,2024-07-24,2024-11-22,Employment and earnings - Ongoing paid employment,5161,Richard Tice,Quarterly,,,Monthly,,Monetary,It is variable depending on rent roll,10270.00,25.00,Approx hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6657,2025-02-27,,,,
7280,"Agreement starting 06 May 2021 - £1,063.69",7276,2024-07-24,2024-07-24,2024-12-18,Employment and earnings - Ongoing paid employment,5273,Connor Naismith,Monthly,2021-05-06,2024-07-15,Weekly,,Monetary,,1063.69,15.00,Hours worked are approximate.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7280,,,,,
6239,"Agreement - £21,345.00",6238,2024-07-24,2024-07-24,,Employment and earnings - Ongoing paid employment,5362,Mr Angus MacDonald,Yearly,,,Weekly,,Monetary,,21345.00,17.00,hours not specified,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6239,,,,,
7267,Agreement - £500.00,7260,2024-07-24,2024-07-24,,Employment and earnings - Ongoing paid employment,5252,Rachel Gilmour,Monthly,,,Monthly,,Monetary,,500.00,40.00,estimated hours worked,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7267,,,,,
6778,"Agreement - £6,011.70",6777,2024-07-23,2024-07-23,2024-09-12,Employment and earnings - Ongoing paid employment,5329,John Milne,Yearly,,,Monthly,,Monetary,,6011.70,10.00,Approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6778,,,,,
6776,"Agreement - £1,174.80",6775,2024-07-22,2024-07-22,2024-09-20,Employment and earnings - Ongoing paid employment,5329,John Milne,Monthly,,,Monthly,,Monetary,,1174.80,15.00,approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6776,,,,,
6477,"Agreement - £1,291.67",6476,2024-07-16,2024-07-16,,Employment and earnings - Ongoing paid employment,5191,Adam Dance,Monthly,,,Weekly,,Monetary,,1291.67,14.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6477,,,,,
6456,Agreement - £615.00,6454,2024-07-16,2024-07-16,2024-09-30,Employment and earnings - Ongoing paid employment,5322,Mr Will Forster,Monthly,,2025-05-29,Monthly,,Monetary,,615.00,20.00,No fixed hours of work,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6456,2025-05-30,,,,
6355,"Agreement - £1,180.00",6352,2024-07-16,2024-07-16,2024-09-30,Employment and earnings - Ongoing paid employment,5322,Mr Will Forster,Monthly,,2025-05-29,Monthly,Councillor,Monetary,,1180.00,32.00,No fixed working hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6355,2025-05-30,,,,
6267,"Agreement - £11,751.00",6253,2024-07-15,2024-07-15,,Employment and earnings - Ongoing paid employment,5050,Lewis Cocking,Yearly,,,Monthly,,Monetary,,11751.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6267,,,,,
6304,"Agreement - £1,006.75",6301,2024-07-15,2024-07-15,,Employment and earnings - Ongoing paid employment,5330,Mr Peter Bedford,Monthly,,2025-05-01,Monthly,,Monetary,Income represents the 'Basic Allowance' payable as a County Councillor,1006.75,20.00,Hours worked will vary depending on casework.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6304,,,,,
6130,"Agreement - £14,458.00",6127,2024-07-11,2024-07-11,2024-08-17,Employment and earnings - Ongoing paid employment,5327,Vikki Slade,Yearly,,,Weekly,,Monetary,,14458.00,15.00,(there is no specific number of hours),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6130,,,,,
4962,"Agreement starting 01 April 2022 - £2,083.33",4961,2022-06-06,2024-03-18,2025-02-03,Employment and earnings - Ongoing paid employment,1576,Mark Pritchard,Monthly,2022-04-01,2024-05-03,Monthly,,Monetary,,2083.33,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4962,,,,,
4896,"Agreement - £2,500.00",4893,2020-01-11,2024-03-18,,Employment and earnings - Ongoing paid employment,4857,Carla Lockhart,Yearly,,,Weekly,,Monetary,,2500.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4896,,,,,
4743,"Agreement starting 01 January 2020 - £4,672.00",4742,2020-01-07,2024-03-18,2020-07-08,Employment and earnings - Ongoing paid employment,4823,John Finucane,Monthly,2020-01-01,,Monthly,,Monetary,,4672.00,80.00,(between 40 and 80 hours a month),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4743,,,,,
4719,"Agreement starting 04 April 2023 - £50,000.00",4718,2023-04-04,2024-03-18,,Employment and earnings - Ongoing paid employment,4008,Dame Caroline Dinenage,Yearly,2023-04-04,,Monthly,,Monetary,"paid monthly, plus reimbursed expenses",50000.00,25.00,approx.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4719,,,,,
4837,"Agreement starting 01 September 2023 - £8,000.00",4836,2023-09-01,2024-03-18,,Employment and earnings - Ongoing paid employment,4074,Mark Garnier,Yearly,2023-09-01,,Yearly,,Monetary,,8000.00,50.00,(maximum),False,,False,,,True,Paid direct to the recipient by the payer,Other,Kemyel Ltd,https://interests-api.parliament.uk/api/v1/Interests/4837,,,,,
4924,"Agreement starting 30 June 2023 - £18,078.00",4923,2023-06-30,2024-03-18,2024-08-04,Employment and earnings - Ongoing paid employment,4656,Layla Moran,Yearly,2023-06-30,,Yearly,,Monetary,"paid quarterly, current remuneration level backdated to 1 April 2025",18078.00,120.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4924,2025-06-19,,,,
4971,"Agreement starting 24 October 2024 - £9,000.00",4970,2024-01-03,2024-03-18,,Employment and earnings - Ongoing paid employment,1576,Mark Pritchard,Monthly,2024-10-24,,Monthly,,Monetary,First payment received on 6 December 2023,9000.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4971,,,,,
4856,"Agreement starting 01 April 2020 - £41,713.60",4855,2020-04-29,2024-03-18,2022-04-22,Employment and earnings - Ongoing paid employment,350,Sir John Hayes,Yearly,2020-04-01,,Monthly,,Monetary,paid monthly,41713.60,30.00,(between 20 and 30 hrs),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4856,2023-09-29,,,,
5018,"Agreement starting 21 February 2023 - £60,000.00",5017,2023-03-15,2024-03-18,2024-09-12,Employment and earnings - Ongoing paid employment,4108,Sir Gavin Williamson,Yearly,2023-02-21,,Yearly,,Monetary,paid quarterly,60000.00,80.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5018,,,,,
4834,"Agreement starting 01 October 2020 - £2,500.00",4833,2020-10-26,2024-03-18,2022-09-22,Employment and earnings - Ongoing paid employment,4074,Mark Garnier,Monthly,2020-10-01,2022-08-31,Monthly,,Monetary,,2500.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4834,,,,,
