ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,RegularityOfPayment,StartDate,EndDate,PeriodForHoursWorked,JobTitle,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,Link,Updated_2,Updated_3,Updated_4,Updated_5
7662,Agreement starting 26 May 2022 - £695.71,6759,2024-07-29,2024-07-29,2024-09-21,Employment and earnings - Ongoing paid employment,5040,Liz Jarvis,Monthly,2022-05-26,2024-08-15,Weekly,,Monetary,,695.71,20.00,Estimated,False,,False,,,True,Paid direct to the recipient by the payer,Charity,,https://interests-api.parliament.uk/api/v1/Interests/7662,,,,
8048,"Agreement starting 08 July 2024 - £2,000.00",8046,2024-07-29,2024-07-29,2024-12-03,Employment and earnings - Ongoing paid employment,4020,George Freeman,Monthly,2024-07-08,2024-11-30,Monthly,,Monetary,,2000.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/8048,,,,
7959,Agreement - £357.90,7955,2024-07-29,2024-07-29,,Employment and earnings - Ongoing paid employment,5036,Jodie Gosling,Monthly,,2024-07-04,Monthly,,Monetary,Final payment,357.90,40.00,Worked 0.4 of ft teachers 39 wks a yr,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7959,,,,
6020,Agreement - £678.72,6019,2024-07-29,2024-07-29,,Employment and earnings - Ongoing paid employment,5359,Neil Duncan-Jordan,Monthly,,2024-07-15,Monthly,,Monetary,,678.72,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6020,,,,
7606,"Agreement starting 01 August 2024 - £5,000.00",7605,2024-07-26,2024-07-26,2024-09-11,Employment and earnings - Ongoing paid employment,4020,George Freeman,Monthly,2024-08-01,,Monthly,,Monetary,,5000.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7606,,,,
7532,"Agreement - £5,868.08",6957,2024-07-26,2024-07-26,,Employment and earnings - Ongoing paid employment,5247,Sojan Joseph,Monthly,,2024-07-04,Weekly,,Monetary,,5868.08,37.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7532,,,,
7604,"Agreement starting 01 August 2024 - £1,500.00",7603,2024-07-26,2024-07-26,2024-09-11,Employment and earnings - Ongoing paid employment,4020,George Freeman,Monthly,2024-08-01,,Monthly,,Monetary,,1500.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7604,,,,
6487,"Agreement - £2,197.40",6484,2024-07-26,2024-07-26,,Employment and earnings - Ongoing paid employment,5295,Josh Fenton-Glynn,Monthly,,,Weekly,,Monetary,,2197.40,14.00,estimated working hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6487,,,,
7590,"Agreement starting 24 July 2024 - £4,000.00",7589,2024-07-26,2024-07-26,2024-09-11,Employment and earnings - Ongoing paid employment,4020,George Freeman,Monthly,2024-07-24,2024-09-30,Monthly,,Monetary,,4000.00,15.00,Contract terminated in September 2024.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7590,2024-10-15,,,
7485,"Agreement - £6,179.66",7483,2024-07-25,2024-07-25,,Employment and earnings - Ongoing paid employment,5061,Andrew Lewin,Monthly,,2024-07-19,Weekly,,Monetary,,6179.66,37.50,Approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7485,,,,
7325,"Agreement - £7,142.50",7324,2024-07-25,2024-07-25,,Employment and earnings - Ongoing paid employment,5065,Rachel Taylor,Quarterly,,2024-07-05,Quarterly,,Monetary,,7142.50,350.00,The number of hours varied but this is an average,True,Evans Derry Solicitors,False,133  Long Street Atherstone Warwickshire CV9 1AD,High Street Solicitors Practice,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7325,,,,
6687,"Agreement - £1,476.92",6685,2024-07-25,2024-07-25,,Employment and earnings - Ongoing paid employment,5134,Andy MacNae,Monthly,,2024-07-31,Monthly,,Monetary,Partial monthly salary to end of employment on 5 July 2024,1476.92,10.00,Estimated hours worked in month prior to end of employment on 4 July,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6687,,,,
6523,Agreement - £522.91,6522,2024-07-25,2024-07-25,,Employment and earnings - Ongoing paid employment,5296,Freddie van Mierlo,Monthly,,2025-03-11,Monthly,,Monetary,,522.91,32.00,,False,,False,,,True,Donated by the Member to the recipient,Local party organisation,,https://interests-api.parliament.uk/api/v1/Interests/6523,,,,
6528,Agreement - £758.33,6526,2024-07-25,2024-07-25,2024-10-01,Employment and earnings - Ongoing paid employment,5296,Freddie van Mierlo,Monthly,,2024-06-30,Monthly,,Monetary,,758.33,96.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6528,,,,
6239,"Agreement - £21,345.00",6238,2024-07-24,2024-07-24,,Employment and earnings - Ongoing paid employment,5362,Mr Angus MacDonald,Yearly,,,Weekly,,Monetary,,21345.00,17.00,hours not specified,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6239,,,,
7280,"Agreement starting 06 May 2021 - £1,063.69",7276,2024-07-24,2024-07-24,2024-12-18,Employment and earnings - Ongoing paid employment,5273,Connor Naismith,Monthly,2021-05-06,2024-07-15,Weekly,,Monetary,,1063.69,15.00,Hours worked are approximate.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7280,,,,
7267,Agreement - £500.00,7260,2024-07-24,2024-07-24,,Employment and earnings - Ongoing paid employment,5252,Rachel Gilmour,Monthly,,,Monthly,,Monetary,,500.00,40.00,estimated hours worked,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7267,,,,
7126,"Agreement - £1,405.32",7125,2024-07-24,2024-07-24,,Employment and earnings - Ongoing paid employment,5140,Claire Young,Monthly,,2024-07-17,Monthly,,Monetary,,1405.32,160.00,"The amount is for 5th-17th July, at which point I declined my allowance",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7126,,,,
6657,"Agreement - £10,270.00",6653,2024-07-24,2024-07-24,2024-11-22,Employment and earnings - Ongoing paid employment,5161,Richard Tice,Quarterly,,,Monthly,,Monetary,It is variable depending on rent roll,10270.00,25.00,Approx hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6657,2025-02-27,,,
6778,"Agreement - £6,011.70",6777,2024-07-23,2024-07-23,2024-09-12,Employment and earnings - Ongoing paid employment,5329,John Milne,Yearly,,,Monthly,,Monetary,,6011.70,10.00,Approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6778,,,,
6142,"Agreement - £2,583.19",6141,2024-07-23,2024-07-23,,Employment and earnings - Ongoing paid employment,5328,Sean Woodcock,Monthly,,2024-08-05,Weekly,,Monetary,,2583.19,37.00,no additional hours since election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6142,,,,
7057,"Agreement - £2,261.26",6867,2024-07-23,2024-07-23,,Employment and earnings - Ongoing paid employment,5074,Mr Paul Foster,Monthly,,2024-08-31,Weekly,,Monetary,,2261.26,24.00,Estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/7057,,,,
6776,"Agreement - £1,174.80",6775,2024-07-22,2024-07-22,2024-09-20,Employment and earnings - Ongoing paid employment,5329,John Milne,Monthly,,,Monthly,,Monetary,,1174.80,15.00,approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6776,,,,
6080,"Agreement - £1,012.00",6079,2024-07-22,2024-07-22,,Employment and earnings - Ongoing paid employment,5103,Luke Taylor,Monthly,,,Weekly,,Monetary,as a Councillor allowance,1012.00,15.00,estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6080,,,,
6023,"Agreement - £2,713.23",6022,2024-07-22,2024-07-22,,Employment and earnings - Ongoing paid employment,5119,Natasha Irons,Monthly,,2024-07-19,Weekly,,Monetary,,2713.23,30.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6023,,,,
6784,"Agreement - £1,900.00",6783,2024-07-22,2024-07-22,,Employment and earnings - Ongoing paid employment,5275,Graeme Downie,Monthly,,2024-07-19,Monthly,,Monetary,Final payment of salary from my own business,1900.00,35.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6784,,,,
6081,Agreement starting 06 May 2023 - £879.33,6079,2024-07-22,2024-07-22,2024-10-27,Employment and earnings - Ongoing paid employment,5103,Luke Taylor,Monthly,2023-05-06,2024-07-31,Weekly,Special Responsibility Allowance - Sutton Local Committee Chair,Monetary,Chair of Sutton Local Committee Special Responsibility Allowance,879.33,10.00,estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6081,,,,
6772,Agreement starting 04 May 2023 - £730.59,6771,2024-07-19,2024-07-19,,Employment and earnings - Ongoing paid employment,5323,Matt Bishop,Monthly,2023-05-04,2024-07-19,Monthly,,Monetary,This is the final payment as I have relinquished my allowances since being elected this month.,730.59,10.00,This is a councillor role and the hours are not set.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6772,,,,
6689,"Agreement starting 25 September 2024 - £12,825.48",6686,2024-07-19,2024-07-19,2024-10-03,Employment and earnings - Ongoing paid employment,5342,John Whitby,Yearly,2024-09-25,2024-10-10,Weekly,,Monetary,No longer receiving Council allowance,12825.48,5.00,estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6689,2024-10-30,,,
6734,"Agreement - £1,080.00",6733,2024-07-19,2024-07-19,,Employment and earnings - Ongoing paid employment,5101,Sir Ashley Fox,Monthly,,2024-06-30,Weekly,,Monetary,,1080.00,16.00,"I was paid for 2 days per week, hours are estimated.",False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6734,,,,
6110,"Agreement starting 05 July 2024 - £1,319.38",6107,2024-07-18,2024-07-18,2024-08-30,Employment and earnings - Ongoing paid employment,5041,Shaun Davies,Monthly,2024-07-05,2024-07-17,Weekly,,Monetary,Balance payment as Leader of Telford and Wrekin Council,1319.38,25.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6110,,,,
6251,"Agreement starting 05 July 2024 - £1,051.75",6249,2024-07-18,2024-07-18,,Employment and earnings - Ongoing paid employment,5244,Chris Hinchliff,Monthly,2024-07-05,2024-07-15,Monthly,,Monetary,,1051.75,8.00,Hours worked are estimated.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6251,,,,
6112,"Agreement starting 04 July 2024 - £1,028.00",6107,2024-07-18,2024-07-18,2024-08-30,Employment and earnings - Ongoing paid employment,5041,Shaun Davies,Monthly,2024-07-04,2024-08-24,Weekly,,Monetary,,1028.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6112,,,,
6355,"Agreement - £1,180.00",6352,2024-07-16,2024-07-16,2024-09-30,Employment and earnings - Ongoing paid employment,5322,Mr Will Forster,Monthly,,2025-05-29,Monthly,Councillor,Monetary,,1180.00,32.00,No fixed working hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6355,2025-05-30,,,
6456,Agreement - £615.00,6454,2024-07-16,2024-07-16,2024-09-30,Employment and earnings - Ongoing paid employment,5322,Mr Will Forster,Monthly,,2025-05-29,Monthly,,Monetary,,615.00,20.00,No fixed hours of work,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6456,2025-05-30,,,
6461,"Agreement - £1,967.46",6457,2024-07-16,2024-07-16,,Employment and earnings - Ongoing paid employment,5322,Mr Will Forster,Monthly,,2024-07-17,Monthly,,Monetary,,1967.46,21.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6461,,,,
6477,"Agreement - £1,291.67",6476,2024-07-16,2024-07-16,,Employment and earnings - Ongoing paid employment,5191,Adam Dance,Monthly,,,Weekly,,Monetary,,1291.67,14.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6477,,,,
6304,"Agreement - £1,006.75",6301,2024-07-15,2024-07-15,,Employment and earnings - Ongoing paid employment,5330,Mr Peter Bedford,Monthly,,2025-05-01,Monthly,,Monetary,Income represents the 'Basic Allowance' payable as a County Councillor,1006.75,20.00,Hours worked will vary depending on casework.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6304,,,,
6267,"Agreement - £11,751.00",6253,2024-07-15,2024-07-15,,Employment and earnings - Ongoing paid employment,5050,Lewis Cocking,Yearly,,,Monthly,,Monetary,,11751.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6267,,,,
6130,"Agreement - £14,458.00",6127,2024-07-11,2024-07-11,2024-08-17,Employment and earnings - Ongoing paid employment,5327,Vikki Slade,Yearly,,,Weekly,,Monetary,,14458.00,15.00,(there is no specific number of hours),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/6130,,,,
5423,"Agreement starting 25 March 2024 - £1,500.00",5421,2024-04-23,2024-04-24,2024-10-15,Employment and earnings - Ongoing paid employment,4020,George Freeman,Monthly,2024-03-25,2024-07-25,Monthly,,Monetary,(last received in July),1500.00,8.00,Contract terminated in September 2024. No remuneration received after July 2024.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5423,,,,
5124,"Agreement starting 01 April 2023 - £20,000.00",5123,2023-04-14,2024-04-15,2024-04-15,Employment and earnings - Ongoing paid employment,3912,Richard Fuller,Yearly,2023-04-01,2024-03-31,Monthly,,Monetary,,20000.00,5.00,expected commitment,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5124,2024-05-23,,,
4971,"Agreement starting 24 October 2024 - £9,000.00",4970,2024-01-03,2024-03-18,,Employment and earnings - Ongoing paid employment,1576,Mark Pritchard,Monthly,2024-10-24,,Monthly,,Monetary,First payment received on 6 December 2023,9000.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4971,,,,
4856,"Agreement starting 01 April 2020 - £41,713.60",4855,2020-04-29,2024-03-18,2022-04-22,Employment and earnings - Ongoing paid employment,350,Sir John Hayes,Yearly,2020-04-01,,Monthly,,Monetary,paid monthly,41713.60,30.00,(between 20 and 30 hrs),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4856,2023-09-29,,,
5018,"Agreement starting 21 February 2023 - £60,000.00",5017,2023-03-15,2024-03-18,2024-09-12,Employment and earnings - Ongoing paid employment,4108,Sir Gavin Williamson,Yearly,2023-02-21,,Yearly,,Monetary,paid quarterly,60000.00,80.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5018,,,,
4712,"Agreement starting 01 November 2023 - £293,400.00",4711,2020-10-19,2024-03-18,2021-10-19,Employment and earnings - Ongoing paid employment,1508,Sir Geoffrey Cox,Yearly,2023-11-01,,Monthly,,Monetary,(plus VAT) paid quarterly for international legal services,293400.00,30.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4712,2024-01-03,,,
4924,"Agreement starting 30 June 2023 - £17,637.00",4923,2023-06-30,2024-03-18,2024-08-04,Employment and earnings - Ongoing paid employment,4656,Layla Moran,Yearly,2023-06-30,,Yearly,,Monetary,paid quarterly and backdated to 1 April 2023,17637.00,120.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4924,,,,
5026,"Agreement starting 06 October 2022 - £4,000.00",5025,2022-10-17,2024-03-18,2023-10-25,Employment and earnings - Ongoing paid employment,1560,Sir Jeremy Wright,Monthly,2022-10-06,2024-05-07,Weekly,,Monetary,,4000.00,8.00,(up to 8 hours a week),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5026,2024-02-08,2024-05-15,,
4850,"Agreement starting 01 September 2018 - £50,000.00",4849,2018-09-28,2024-03-18,2018-12-12,Employment and earnings - Ongoing paid employment,350,Sir John Hayes,Yearly,2018-09-01,,Yearly,,Monetary,,50000.00,80.00,(between 70 and 80 hrs),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4850,2025-02-13,,,
4866,"Agreement starting 25 September 2023 - £25,203.60",4865,2023-10-26,2024-03-18,2024-11-04,Employment and earnings - Ongoing paid employment,4592,Dr Caroline Johnson,Yearly,2023-09-25,,Yearly,,Monetary,"pay has increased from £23,776.80 to £25,203.60 per annum. In addition, I received a payment in October 2024 for work on 3 days during recess covering industrial action in December 2023 and January 2024. The gross payment was £6,068.64, for 39 hours of strike cover pay in total, comprising 23 additional hours and 13 paid at a redeployment rate.",25203.60,336.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4866,,,,
4962,"Agreement starting 01 April 2022 - £2,083.33",4961,2022-06-06,2024-03-18,2025-02-03,Employment and earnings - Ongoing paid employment,1576,Mark Pritchard,Monthly,2022-04-01,2024-05-03,Monthly,,Monetary,,2083.33,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4962,,,,
4708,"Agreement - £20,000.00",4707,,2024-03-18,2014-03-19,Employment and earnings - Ongoing paid employment,249,Sir Geoffrey Clifton-Brown,Yearly,,,Yearly,,In kind,The use of a car belonging to the partnership (value as at 29 September 2024),20000.00,255.00,maximum,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4708,2019-10-31,2020-11-11,2022-11-22,2025-01-03
4896,"Agreement - £2,500.00",4893,2020-01-11,2024-03-18,,Employment and earnings - Ongoing paid employment,4857,Carla Lockhart,Yearly,,,Weekly,,Monetary,,2500.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4896,,,,
4743,"Agreement starting 01 January 2020 - £4,672.00",4742,2020-01-07,2024-03-18,2020-07-08,Employment and earnings - Ongoing paid employment,4823,John Finucane,Monthly,2020-01-01,,Monthly,,Monetary,,4672.00,80.00,(between 40 and 80 hours a month),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4743,,,,
4719,"Agreement starting 04 April 2023 - £50,000.00",4718,2023-04-04,2024-03-18,,Employment and earnings - Ongoing paid employment,4008,Dame Caroline Dinenage,Yearly,2023-04-04,,Monthly,,Monetary,"paid monthly, plus reimbursed expenses",50000.00,25.00,approx.,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4719,,,,
4837,"Agreement starting 01 September 2023 - £8,000.00",4836,2023-09-01,2024-03-18,,Employment and earnings - Ongoing paid employment,4074,Mark Garnier,Yearly,2023-09-01,,Yearly,,Monetary,,8000.00,50.00,(maximum),False,,False,,,True,Paid direct to the recipient by the payer,Other,Kemyel Ltd,https://interests-api.parliament.uk/api/v1/Interests/4837,,,,
4834,"Agreement starting 01 October 2020 - £2,500.00",4833,2020-10-26,2024-03-18,2022-09-22,Employment and earnings - Ongoing paid employment,4074,Mark Garnier,Monthly,2020-10-01,2022-08-31,Monthly,,Monetary,,2500.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4834,,,,
4197,"Agreement starting 01 December 2019 - £33,900.00",4196,2020-01-09,2024-03-16,,Employment and earnings - Ongoing paid employment,373,David Davis,Yearly,2019-12-01,,Yearly,,Monetary,paid quarterly,33900.00,16.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4197,,,,
4180,"Agreement starting 01 March 2023 - £100,000.00",4178,2023-03-07,2024-03-16,,Employment and earnings - Ongoing paid employment,4743,Lee Anderson,Yearly,2023-03-01,,Weekly,,Monetary,paid monthly,100000.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4180,,,,
4221,"Agreement starting 01 April 2023 - £25,000.00",4217,2023-04-14,2024-03-16,,Employment and earnings - Ongoing paid employment,3912,Richard Fuller,Yearly,2023-04-01,,Monthly,,Monetary,paid quarterly,25000.00,10.00,expected commitment,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4221,,,,
4034,"Agreement - £3,000.00",4033,2020-01-07,2024-03-16,,Employment and earnings - Ongoing paid employment,4739,Jerome Mayhew,Yearly,,,Yearly,,Monetary,,3000.00,20.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4034,,,,
